,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59
1236,1236,0.924,0.924,0.924,0.924,0.924,0.964,0.609,0.924,0.924,0.617,0.814,0.814,0.924,0.924,0.730,0.924,0.924,0.924,0.814,0.924,0.924,0.924,0.924,0.709,0.924,0.713,0.924,0.556,0.609,0.924,0.924,0.814,0.924,0.814,0.924,0.688,0.587,0.924,0.733,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.609,0.755,0.596,0.609,0.924,0.754,0.924,0.924,0.924,0.924
1237,1237,0.958,0.958,0.985,0.958,0.958,0.985,0.761,0.958,0.958,0.958,0.985,0.958,0.958,0.958,0.985,0.958,0.958,0.958,0.958,0.958,0.958,0.985,0.958,0.761,0.985,0.958,0.774,0.761,0.761,0.898,0.958,0.958,0.958,0.958,0.958,0.958,0.828,0.958,0.898,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.984,0.768,0.958,0.754,0.828,0.765,0.768,0.958,0.958,0.958,0.958
1238,1238,0.961,0.961,0.961,0.961,0.961,0.903,0.744,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.819,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.814,0.961,0.817,0.961,0.798,0.814,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.686,0.961,0.932,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.798,0.961,0.797,0.961,0.961,0.961,0.961
1239,1239,0.956,0.956,0.956,0.956,0.956,0.977,0.853,0.956,0.956,0.772,0.956,0.956,0.956,0.956,0.920,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.828,0.956,0.823,0.956,0.798,0.828,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.534,0.956,0.893,0.956,0.956,0.828,0.828,0.956,0.956,0.956,0.956,0.956,0.956,0.831,0.956,0.828,0.828,0.956,0.828,0.956,0.828,0.956,0.956,0.956,0.956
1240,1240,0.914,0.932,0.914,0.914,0.802,0.914,0.797,0.987,0.974,0.802,0.914,0.914,0.914,0.914,0.800,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.931,0.914,0.914,0.950,0.796,0.928,0.945,0.914,0.914,0.914,0.914,0.914,0.914,0.952,0.914,0.914,0.914,0.914,0.288,0.288,0.914,0.914,0.914,0.288,0.914,0.288,0.914,0.914,0.924,0.951,0.288,0.951,0.914,0.951,0.914,0.914,0.914,0.914
1241,1241,0.755,0.755,0.924,0.755,0.755,0.942,0.795,0.755,0.755,0.755,0.924,0.755,0.755,0.755,0.895,0.755,0.755,0.755,0.755,0.755,0.755,0.924,0.755,0.802,0.895,0.782,0.755,0.755,0.802,0.868,0.755,0.755,0.755,0.755,0.755,0.755,0.795,0.755,0.895,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.868,0.755,0.755,0.755,0.854,0.755,0.755,0.755,0.755,0.755,0.755
1242,1242,0.992,0.992,0.992,0.992,0.992,0.987,0.961,0.992,0.992,0.992,0.992,0.976,0.976,0.976,0.787,0.976,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.955,0.992,0.954,0.992,0.955,0.955,0.992,0.992,0.976,0.976,0.992,0.976,0.958,0.651,0.976,0.949,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.728,0.877,0.961,0.728,0.733,0.961,0.976,0.992,0.976,0.992
1243,1243,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.932,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.932,0.999,0.932,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.932,0.999,0.999,0.999,0.999,0.999
1244,1244,0.698,0.698,0.958,0.698,0.650,0.763,0.687,0.698,0.698,0.650,0.958,0.698,0.698,0.698,0.584,0.698,0.698,0.698,0.698,0.686,0.698,0.698,0.698,0.698,0.741,0.686,0.596,0.654,0.683,0.771,0.698,0.698,0.698,0.698,0.698,0.698,0.681,0.698,0.620,0.698,0.698,0.698,0.647,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.718,0.698,0.698,0.698,0.698,0.698,0.698
1245,1245,0.972,0.972,0.972,0.972,0.972,0.964,0.808,0.972,0.972,0.972,0.870,0.870,0.972,0.972,0.802,0.972,0.972,0.972,0.870,0.972,0.972,0.972,0.972,0.805,0.972,0.690,0.972,0.808,0.805,0.972,0.972,0.870,0.972,0.870,0.972,0.972,0.589,0.972,0.758,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.683,0.972,0.972,0.677,0.972,0.677,0.972,0.972,0.972,0.972
1246,1246,0.685,0.685,0.685,0.685,0.721,0.685,0.790,0.685,0.685,0.823,0.685,0.685,0.685,0.685,0.795,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.779,0.685,0.685,0.685,0.823,0.779,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.782,0.685,0.685,0.685,0.685,0.795,0.823,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.685,0.823,0.685,0.797,0.685,0.804,0.685,0.685,0.685,0.685
1247,1247,0.882,0.882,0.956,0.882,0.882,0.869,0.873,0.882,0.882,0.882,0.952,0.882,0.882,0.882,0.876,0.882,0.882,0.882,0.882,0.882,0.882,0.956,0.882,0.882,0.937,0.882,0.939,0.882,0.873,0.939,0.882,0.882,0.882,0.882,0.882,0.882,0.937,0.882,0.937,0.882,0.882,0.937,0.937,0.882,0.882,0.937,0.882,0.882,0.937,0.882,0.882,0.913,0.882,0.880,0.911,0.859,0.913,0.882,0.882,0.882,0.882
1248,1248,0.900,0.900,0.990,0.882,0.900,0.936,0.953,0.884,0.882,0.900,0.990,0.664,0.943,0.986,0.919,0.986,0.900,0.900,0.900,0.900,0.900,0.990,0.900,0.755,0.919,0.870,0.988,0.755,0.755,0.988,0.900,0.870,0.986,0.900,0.986,0.900,0.988,0.953,0.988,0.900,0.900,0.900,0.758,0.797,0.953,0.972,0.900,0.978,0.985,0.972,0.900,0.757,0.757,0.900,0.961,0.953,0.870,0.900,0.900,0.900,0.900
1249,1249,0.618,0.618,0.924,0.618,0.618,0.676,0.567,0.618,0.618,0.618,0.890,0.618,0.618,0.618,0.615,0.618,0.618,0.618,0.618,0.482,0.618,0.924,0.618,0.417,0.651,0.618,0.618,0.417,0.536,0.651,0.618,0.618,0.618,0.618,0.618,0.618,0.548,0.618,0.767,0.618,0.618,0.676,0.677,0.618,0.618,0.672,0.618,0.811,0.672,0.779,0.618,0.618,0.618,0.618,0.676,0.585,0.606,0.618,0.618,0.618,0.618
1250,1250,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.984,0.995,0.984,0.995,0.984,0.995,0.995,0.984,0.984,0.995,0.995,0.984,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.984,0.984,0.995,0.984,0.995,0.984,0.984,0.995,0.995,0.984,0.995,0.995,0.995,0.995,0.995,0.995,0.984,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.984,0.995,0.995,0.984
1251,1251,0.941,0.941,0.877,0.941,0.941,0.941,0.798,0.941,0.941,0.941,0.877,0.941,0.941,0.941,0.778,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.794,0.798,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.735,0.941,0.930,0.941,0.941,0.941,0.677,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.896,0.941,0.941,0.941,0.941,0.941,0.941
1252,1252,0.601,0.601,0.917,0.601,0.601,0.694,0.601,0.601,0.616,0.601,0.917,0.601,0.601,0.601,0.581,0.601,0.601,0.601,0.601,0.601,0.601,0.918,0.601,0.601,0.913,0.601,0.671,0.601,0.601,0.913,0.601,0.601,0.601,0.601,0.601,0.601,0.679,0.601,0.679,0.601,0.601,0.792,0.722,0.601,0.601,0.792,0.601,0.601,0.601,0.601,0.576,0.601,0.601,0.601,0.913,0.601,0.601,0.601,0.601,0.601,0.601
1253,1253,0.114,0.845,0.146,0.953,0.158,0.235,0.236,0.114,0.114,0.158,0.114,0.114,0.114,0.114,0.115,0.114,0.114,0.114,0.114,0.114,0.114,0.146,0.900,0.940,0.346,0.383,0.928,0.940,0.940,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.873,0.114,0.114,0.114,0.114,0.939,0.940,0.918,0.912,0.927,0.932,0.929,0.912,0.114,0.114,0.114,0.114,0.114,0.911,0.114,0.114,0.114,0.114,0.114,0.114
1254,1254,0.151,0.151,0.598,0.151,0.151,0.833,0.211,0.151,0.151,0.151,0.598,0.179,0.151,0.151,0.202,0.151,0.151,0.151,0.178,0.151,0.151,0.334,0.151,0.211,0.450,0.151,0.160,0.151,0.211,0.598,0.151,0.151,0.151,0.151,0.151,0.151,0.189,0.151,0.345,0.151,0.151,0.219,0.219,0.214,0.151,0.231,0.151,0.151,0.223,0.141,0.151,0.151,0.151,0.151,0.246,0.151,0.151,0.151,0.151,0.151,0.151
1255,1255,0.811,0.811,0.924,0.811,0.811,0.925,0.811,0.811,0.805,0.811,0.924,0.811,0.811,0.811,0.798,0.811,0.811,0.811,0.811,0.811,0.811,0.924,0.811,0.811,0.920,0.811,0.700,0.811,0.811,0.920,0.811,0.811,0.811,0.811,0.811,0.811,0.920,0.811,0.920,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.796,0.811,0.811,0.811,0.920,0.811,0.811,0.811,0.811,0.811,0.811
1256,1256,0.996,0.996,0.996,0.996,0.996,0.996,0.835,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.835,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.832,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.835,0.996,0.996,0.832,0.835,0.835,0.996,0.996,0.996,0.996
1257,1257,0.659,0.930,0.659,0.985,0.659,0.736,0.659,0.659,0.985,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.985,0.659,0.659,0.659,0.659,0.296,0.659,0.955,0.955,0.659,0.659,0.659,0.659,0.659,0.659,0.659,0.731,0.659,0.731,0.659,0.659,0.955,0.955,0.659,0.659,0.955,0.955,0.659,0.955,0.659,0.659,0.659,0.659,0.659,0.290,0.659,0.659,0.659,0.659,0.659,0.659
1258,1258,0.903,0.903,0.921,0.903,0.903,0.982,0.744,0.903,0.951,0.903,0.921,0.903,0.903,0.903,0.849,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.744,0.807,0.903,0.777,0.744,0.744,0.823,0.903,0.903,0.903,0.903,0.903,0.903,0.818,0.903,0.959,0.903,0.903,0.824,0.824,0.903,0.903,0.824,0.903,0.807,0.824,0.824,0.903,0.718,0.903,0.718,0.909,0.903,0.903,0.903,0.903,0.903,0.903
1259,1259,0.975,0.975,0.975,0.983,0.975,0.975,0.384,0.986,0.975,0.940,0.975,0.975,0.975,0.975,0.518,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.986,0.373,0.975,0.975,0.986,0.421,0.373,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.943,0.975,0.975,0.975,0.975,0.956,0.956,0.948,0.975,0.975,0.975,0.948,0.948,0.975,0.975,0.975,0.956,0.975,0.882,0.975,0.975,0.975,0.975,0.975,0.975
1260,1260,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980
1261,1261,0.583,0.583,0.889,0.583,0.583,0.808,0.609,0.583,0.583,0.583,0.753,0.424,0.583,0.583,0.420,0.583,0.583,0.583,0.424,0.583,0.583,0.889,0.583,0.591,0.490,0.541,0.583,0.583,0.591,0.645,0.583,0.424,0.583,0.424,0.583,0.583,0.542,0.583,0.640,0.583,0.583,0.319,0.589,0.583,0.583,0.583,0.583,0.583,0.583,0.583,0.645,0.583,0.583,0.583,0.540,0.583,0.583,0.583,0.583,0.583,0.583
1262,1262,0.617,0.617,0.863,0.617,0.617,0.931,0.835,0.617,0.617,0.756,0.789,0.661,0.617,0.617,0.802,0.617,0.617,0.617,0.661,0.617,0.617,0.863,0.617,0.835,0.833,0.617,0.617,0.835,0.835,0.617,0.617,0.661,0.617,0.661,0.617,0.617,0.715,0.617,0.785,0.617,0.617,0.617,0.833,0.833,0.617,0.833,0.617,0.617,0.833,0.617,0.617,0.617,0.617,0.617,0.715,0.617,0.617,0.617,0.617,0.617,0.617
1263,1263,0.924,0.945,0.924,0.967,0.967,0.924,0.852,0.924,0.967,0.967,0.924,0.924,0.924,0.924,0.888,0.924,0.924,0.924,0.924,0.924,0.967,0.924,0.924,0.924,0.924,0.924,0.924,0.963,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.967,0.945,0.924,0.924,0.924,0.924,0.924,0.924,0.924,0.967,0.924,0.924,0.963,0.924,0.924,0.967,0.967,0.924,0.967,0.924,0.967,0.924,0.924,0.924,0.924
1264,1264,0.827,0.827,0.966,0.827,0.752,0.891,0.671,0.827,0.827,0.557,0.956,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.827,0.966,0.827,0.827,0.961,0.827,0.827,0.715,0.827,0.961,0.827,0.827,0.827,0.827,0.827,0.527,0.844,0.827,0.895,0.827,0.827,0.786,0.786,0.827,0.827,0.916,0.827,0.827,0.961,0.916,0.827,0.714,0.790,0.709,0.868,0.557,0.709,0.827,0.916,0.827,0.827
1265,1265,0.868,0.868,0.804,0.868,0.700,0.752,0.868,0.868,0.868,0.700,0.804,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.804,0.795,0.868,0.868,0.768,0.804,0.868,0.868,0.868,0.868,0.868,0.868,0.640,0.868,0.915,0.868,0.868,0.868,0.768,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.915,0.868,0.868,0.868,0.868,0.868,0.868
1266,1266,0.974,0.974,0.990,0.974,0.974,0.990,0.693,0.974,0.974,0.974,0.990,0.974,0.974,0.974,0.969,0.974,0.974,0.974,0.974,0.974,0.974,0.990,0.974,0.974,0.985,0.974,0.705,0.974,0.974,0.777,0.974,0.974,0.974,0.974,0.974,0.974,0.777,0.974,0.777,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.974,0.990,0.705,0.974,0.691,0.777,0.702,0.705,0.974,0.974,0.974,0.974
1267,1267,0.950,0.950,0.982,0.950,0.950,0.982,0.744,0.950,0.950,0.950,0.982,0.950,0.950,0.950,0.984,0.950,0.950,0.950,0.950,0.950,0.950,0.982,0.950,0.950,0.985,0.950,0.670,0.950,0.744,0.832,0.950,0.950,0.950,0.950,0.950,0.950,0.818,0.950,0.832,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.950,0.979,0.755,0.742,0.950,0.818,0.754,0.755,0.950,0.950,0.950,0.950
1268,1268,0.593,0.593,0.802,0.593,0.545,0.853,0.483,0.593,0.880,0.757,0.665,0.665,0.593,0.593,0.465,0.593,0.593,0.593,0.665,0.593,0.593,0.593,0.593,0.664,0.688,0.745,0.593,0.707,0.592,0.593,0.593,0.522,0.593,0.522,0.593,0.593,0.647,0.593,0.612,0.593,0.593,0.593,0.686,0.593,0.593,0.593,0.593,0.593,0.688,0.593,0.593,0.593,0.593,0.593,0.501,0.593,0.593,0.593,0.593,0.593,0.593
1269,1269,0.976,0.976,0.985,0.935,0.976,0.976,0.937,0.924,0.976,0.976,0.926,0.915,0.976,0.976,0.830,0.976,0.976,0.976,0.915,0.976,0.976,0.985,0.924,0.976,0.943,0.976,0.752,0.976,0.976,0.976,0.976,0.915,0.976,0.915,0.976,0.805,0.752,0.976,0.583,0.976,0.976,0.943,0.925,0.976,0.976,0.976,0.976,0.773,0.976,0.976,0.976,0.805,0.564,0.737,0.773,0.724,0.805,0.976,0.976,0.976,0.976
1270,1270,0.930,0.930,0.930,0.955,0.817,0.817,0.930,0.971,0.982,0.955,0.930,0.930,0.930,0.930,0.885,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.930,0.828,0.971,0.930,0.828,0.955,0.930,0.930,0.930,0.930,0.930,0.930,0.971,0.930,0.983,0.930,0.930,0.930,0.954,0.955,0.930,0.930,0.930,0.954,0.930,0.955,0.930,0.930,0.930,0.930,0.982,0.930,0.930,0.930,0.930,0.930,0.930
1271,1271,0.946,0.946,0.982,0.946,0.946,0.943,0.732,0.946,0.946,0.946,0.982,0.946,0.946,0.946,0.910,0.946,0.946,0.946,0.946,0.946,0.946,0.963,0.946,0.946,0.911,0.946,0.634,0.946,0.732,0.803,0.946,0.946,0.946,0.946,0.946,0.946,0.787,0.946,0.803,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.946,0.717,0.730,0.946,0.787,0.678,0.717,0.946,0.946,0.946,0.946
1272,1272,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980
1273,1273,0.799,0.799,0.365,0.976,0.799,0.817,0.799,0.799,0.976,0.976,0.361,0.424,0.434,0.424,0.888,0.424,0.799,0.799,0.424,0.799,0.799,0.978,0.976,0.799,0.977,0.976,0.958,0.799,0.799,0.977,0.799,0.308,0.424,0.799,0.308,0.799,0.355,0.799,0.355,0.799,0.799,0.799,0.799,0.978,0.799,0.424,0.799,0.939,0.424,0.978,0.741,0.447,0.447,0.799,0.977,0.799,0.799,0.308,0.424,0.308,0.799
1274,1274,0.692,0.692,0.921,0.692,0.692,0.947,0.544,0.692,0.692,0.692,0.824,0.604,0.692,0.692,0.522,0.692,0.692,0.692,0.604,0.692,0.692,0.968,0.692,0.613,0.921,0.765,0.968,0.613,0.613,0.921,0.692,0.604,0.692,0.604,0.692,0.692,0.595,0.692,0.704,0.692,0.692,0.921,0.921,0.692,0.692,0.921,0.692,0.968,0.921,0.692,0.692,0.580,0.692,0.692,0.580,0.692,0.533,0.692,0.692,0.692,0.692
1275,1275,0.831,0.831,0.930,0.831,0.831,0.821,0.831,0.831,0.831,0.831,0.930,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.930,0.831,0.831,0.887,0.761,0.831,0.831,0.761,0.932,0.831,0.831,0.831,0.831,0.831,0.831,0.887,0.831,0.887,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.831,0.932,0.831,0.831,0.831,0.776,0.831,0.831,0.831,0.831,0.831,0.831
1276,1276,0.045,0.045,0.656,0.045,0.398,0.629,0.338,0.045,0.045,0.398,0.656,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.542,0.045,0.045,0.656,0.045,0.045,0.514,0.222,0.656,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.656,0.656,0.045,0.045,0.626,0.045,0.045,0.222,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045
1277,1277,0.167,0.308,0.156,0.867,0.139,0.195,0.108,0.167,0.167,0.180,0.168,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.156,0.874,0.255,0.186,0.153,0.878,0.875,0.330,0.168,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.913,0.913,0.900,0.897,0.348,0.273,0.900,0.913,0.273,0.167,0.423,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167,0.167
1278,1278,0.153,0.153,0.712,0.580,0.153,0.965,0.791,0.585,0.582,0.153,0.712,0.153,0.153,0.153,0.656,0.153,0.153,0.153,0.153,0.153,0.153,0.712,0.153,0.175,0.623,0.216,0.587,0.153,0.787,0.587,0.153,0.153,0.153,0.153,0.153,0.153,0.587,0.153,0.587,0.153,0.153,0.519,0.519,0.585,0.153,0.153,0.153,0.585,0.623,0.519,0.153,0.153,0.153,0.153,0.532,0.153,0.153,0.153,0.153,0.153,0.153
1279,1279,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.980,0.981,0.980,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.980,0.981,0.981,0.981,0.981,0.981,0.981
1280,1280,0.942,0.942,0.942,0.907,0.942,0.942,0.841,0.916,0.969,0.920,0.942,0.942,0.942,0.942,0.836,0.942,0.942,0.942,0.942,0.942,0.942,0.942,0.870,0.942,0.942,0.942,0.924,0.919,0.929,0.812,0.942,0.942,0.942,0.942,0.942,0.585,0.924,0.942,0.942,0.942,0.942,0.916,0.916,0.942,0.942,0.942,0.942,0.903,0.942,0.942,0.942,0.569,0.620,0.782,0.847,0.771,0.569,0.942,0.942,0.942,0.942
1281,1281,0.947,0.947,0.947,0.947,0.911,0.947,0.593,0.947,0.947,0.789,0.711,0.711,0.947,0.947,0.947,0.947,0.947,0.947,0.711,0.947,0.947,0.947,0.947,0.615,0.947,0.947,0.947,0.704,0.615,0.947,0.947,0.711,0.947,0.711,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.894,0.608,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.644,0.644,0.894,0.644,0.776,0.667,0.947,0.947,0.947,0.947
1282,1282,0.601,0.601,0.917,0.601,0.601,0.694,0.601,0.601,0.616,0.601,0.917,0.601,0.601,0.601,0.581,0.601,0.601,0.601,0.601,0.601,0.601,0.918,0.601,0.601,0.913,0.601,0.671,0.601,0.601,0.913,0.601,0.601,0.601,0.601,0.601,0.601,0.679,0.601,0.679,0.601,0.601,0.792,0.722,0.601,0.601,0.792,0.601,0.601,0.601,0.601,0.576,0.601,0.601,0.601,0.913,0.601,0.601,0.601,0.601,0.601,0.601
1283,1283,0.280,0.280,0.702,0.280,0.533,0.749,0.221,0.280,0.300,0.592,0.702,0.257,0.280,0.280,0.191,0.280,0.280,0.280,0.257,0.280,0.280,0.811,0.280,0.280,0.672,0.280,0.280,0.654,0.650,0.702,0.280,0.280,0.280,0.280,0.280,0.240,0.204,0.280,0.204,0.280,0.280,0.642,0.672,0.280,0.280,0.435,0.280,0.357,0.537,0.280,0.280,0.227,0.280,0.266,0.280,0.227,0.253,0.280,0.280,0.280,0.280
1284,1284,0.959,0.959,0.984,0.959,0.959,0.958,0.618,0.959,0.959,0.959,0.984,0.959,0.959,0.959,0.648,0.959,0.959,0.959,0.959,0.959,0.959,0.982,0.959,0.863,0.982,0.814,0.959,0.959,0.863,0.982,0.959,0.959,0.959,0.959,0.959,0.959,0.668,0.959,0.883,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.959,0.693,0.959,0.699,0.837,0.693,0.693,0.959,0.959,0.959,0.959
1285,1285,0.992,0.992,0.992,0.992,0.992,0.992,0.927,0.992,0.992,0.992,0.992,0.992,0.977,0.992,0.936,0.977,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.927,0.992,0.992,0.992,0.978,0.977,0.992,0.978,0.992,0.926,0.977,0.959,0.992,0.977,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.817,0.927,0.992,0.811,0.927,0.927,0.978,0.992,0.992,0.977
1286,1286,0.875,0.875,0.700,0.875,0.654,0.875,0.721,0.875,0.875,0.662,0.700,0.875,0.875,0.875,0.815,0.875,0.875,0.875,0.875,0.875,0.875,0.700,0.875,0.737,0.758,0.875,0.875,0.735,0.780,0.700,0.875,0.875,0.875,0.875,0.875,0.875,0.727,0.875,0.875,0.875,0.875,0.875,0.785,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.688,0.875,0.699,0.875,0.875,0.875,0.875
1287,1287,0.979,0.979,0.979,0.979,0.979,0.979,0.814,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.811,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.814,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.903,0.979,0.990,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.814,0.814,0.979,0.811,0.813,0.814,0.979,0.979,0.979,0.979
1288,1288,0.907,0.907,0.907,0.907,0.839,0.907,0.907,0.907,0.967,0.907,0.907,0.907,0.907,0.907,0.834,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.834,0.907,0.957,0.957,0.907,0.907,0.907,0.907,0.907,0.907,0.834,0.907,0.834,0.907,0.907,0.907,0.837,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.834,0.834,0.907,0.834,0.907,0.834,0.907,0.907,0.907,0.907
1289,1289,0.572,0.572,0.663,0.572,0.572,0.630,0.572,0.572,0.572,0.572,0.659,0.478,0.572,0.572,0.668,0.572,0.572,0.572,0.492,0.572,0.572,0.663,0.572,0.572,0.653,0.572,0.756,0.572,0.572,0.653,0.572,0.478,0.572,0.478,0.572,0.572,0.523,0.572,0.616,0.572,0.572,0.551,0.748,0.572,0.572,0.748,0.572,0.572,0.675,0.532,0.575,0.572,0.572,0.572,0.616,0.572,0.572,0.572,0.572,0.572,0.572
1290,1290,0.276,0.276,0.877,0.276,0.276,0.755,0.276,0.276,0.276,0.276,0.877,0.276,0.276,0.276,0.338,0.276,0.276,0.276,0.276,0.276,0.276,0.710,0.276,0.276,0.877,0.276,0.276,0.276,0.276,0.877,0.276,0.276,0.276,0.276,0.276,0.276,0.274,0.276,0.548,0.276,0.276,0.556,0.879,0.276,0.276,0.631,0.276,0.276,0.556,0.276,0.417,0.276,0.276,0.276,0.548,0.276,0.276,0.276,0.276,0.276,0.276
