,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59
3867,3867,0.424,0.424,0.424,0.424,0.067,0.208,0.424,0.424,0.154,0.424,0.424,0.424,0.424,0.108,0.424,0.108,0.424,0.424,0.154,0.242,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.154,0.424,0.424,0.424,0.424,0.097,0.424,0.424,0.424,0.424,0.424,0.424,0.097,0.097,0.424,0.097,0.424,0.424,0.154,0.208,0.424,0.424,0.424,0.424,0.424,0.097,0.424,0.424,0.424,0.424,0.097,0.424,0.424
3868,3868,0.523,0.523,0.206,0.523,0.520,0.133,0.379,0.523,0.523,0.206,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.121,0.523,0.523,0.523,0.020,0.523,0.523,0.265,0.523,0.131,0.012,0.116,0.108,0.078,0.523,0.108,0.523,0.523,0.162,0.523,0.523,0.523,0.012,0.012,0.523,0.116,0.012,0.114,0.523,0.012,0.116,0.523,0.523,0.108,0.012,0.523,0.111,0.523,0.523,0.092,0.523,0.523
3869,3869,0.984,0.984,0.984,0.984,0.955,0.937,0.984,0.984,0.984,0.984,0.984,0.938,0.853,0.984,0.984,0.984,0.984,0.984,0.984,0.908,0.984,0.984,0.984,0.931,0.984,0.984,0.984,0.984,0.908,0.984,0.984,0.936,0.853,0.984,0.938,0.984,0.984,0.931,0.984,0.984,0.984,0.908,0.984,0.984,0.984,0.984,0.917,0.984,0.984,0.984,0.984,0.984,0.936,0.908,0.984,0.931,0.936,0.984,0.984,0.984,0.984
3870,3870,0.867,0.225,0.417,0.767,0.309,0.867,0.654,0.867,0.338,0.144,0.867,0.763,0.867,0.867,0.867,0.867,0.767,0.867,0.764,0.591,0.867,0.352,0.306,0.767,0.867,0.867,0.867,0.352,0.141,0.352,0.320,0.867,0.726,0.867,0.867,0.867,0.867,0.251,0.867,0.867,0.867,0.757,0.758,0.772,0.867,0.255,0.867,0.758,0.110,0.867,0.772,0.758,0.130,0.757,0.144,0.153,0.867,0.867,0.144,0.217,0.867
3871,3871,0.863,0.863,0.863,0.863,0.429,0.863,0.863,0.863,0.863,0.223,0.863,0.748,0.863,0.863,0.863,0.863,0.758,0.306,0.863,0.090,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.289,0.754,0.863,0.863,0.863,0.863,0.863,0.612,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.048,0.863,0.863,0.082,0.863,0.087,0.087,0.094,0.735,0.863,0.735,0.863,0.863
3872,3872,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.046,0.150,0.150,0.070,0.150,0.150,0.150,0.150,0.150,0.150,0.046,0.154,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.106,0.150,0.106,0.150,0.150,0.150,0.106,0.150,0.150,0.150,0.150,0.150,0.106,0.150,0.150,0.150,0.106,0.150,0.150,0.150,0.106,0.150,0.150,0.106,0.150,0.150,0.150,0.150,0.150,0.150
3873,3873,0.063,0.119,0.063,0.063,0.063,0.063,0.063,0.056,0.143,0.063,0.063,0.063,0.087,0.063,0.063,0.087,0.063,0.160,0.063,0.045,0.063,0.063,0.063,0.063,0.063,0.119,0.143,0.143,0.063,0.143,0.133,0.063,0.042,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.143,0.063,0.063,0.063,0.133,0.063,0.133,0.123,0.063,0.063,0.051,0.044,0.063,0.123,0.044,0.063,0.063,0.063,0.063,0.063
3874,3874,0.993,0.993,0.993,0.993,0.335,0.141,0.993,0.993,0.421,0.993,0.993,0.993,0.993,0.421,0.993,0.421,0.169,0.993,0.421,0.959,0.993,0.993,0.993,0.993,0.993,0.169,0.993,0.141,0.093,0.131,0.993,0.993,0.993,0.421,0.169,0.141,0.993,0.993,0.141,0.993,0.421,0.993,0.131,0.993,0.993,0.993,0.093,0.993,0.993,0.993,0.993,0.993,0.993,0.093,0.993,0.993,0.131,0.131,0.093,0.993,0.993
3875,3875,0.951,0.951,0.951,0.951,0.913,0.683,0.951,0.951,0.951,0.951,0.951,0.495,0.768,0.905,0.905,0.768,0.951,0.951,0.951,0.683,0.951,0.951,0.951,0.816,0.951,0.951,0.951,0.951,0.805,0.951,0.951,0.830,0.951,0.951,0.951,0.951,0.951,0.805,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.951,0.814,0.951,0.951,0.951,0.951,0.783,0.951,0.951,0.794,0.951,0.951,0.951,0.814,0.951,0.951
3876,3876,0.965,0.965,0.965,0.965,0.965,0.810,0.965,0.965,0.965,0.965,0.965,0.496,0.965,0.965,0.965,0.965,0.524,0.965,0.965,0.870,0.965,0.965,0.965,0.965,0.793,0.965,0.965,0.965,0.965,0.793,0.965,0.793,0.965,0.965,0.965,0.965,0.965,0.793,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.682,0.965,0.965,0.965,0.965,0.797,0.965,0.682,0.965,0.965
3877,3877,0.095,0.095,0.095,0.095,0.313,0.864,0.095,0.095,0.095,0.095,0.095,0.095,0.178,0.095,0.095,0.095,0.095,0.095,0.095,0.678,0.095,0.455,0.702,0.455,0.787,0.095,0.095,0.095,0.891,0.702,0.455,0.399,0.178,0.095,0.095,0.095,0.095,0.789,0.095,0.095,0.095,0.702,0.702,0.798,0.486,0.702,0.827,0.788,0.095,0.095,0.796,0.267,0.221,0.095,0.095,0.798,0.095,0.095,0.095,0.095,0.095
3878,3878,0.514,0.514,0.514,0.514,0.810,0.459,0.514,0.514,0.514,0.514,0.514,0.514,0.313,0.514,0.514,0.514,0.514,0.514,0.514,0.674,0.514,0.842,0.773,0.809,0.514,0.514,0.514,0.514,0.773,0.773,0.842,0.514,0.265,0.514,0.514,0.514,0.514,0.674,0.514,0.514,0.514,0.773,0.514,0.514,0.514,0.514,0.280,0.514,0.764,0.514,0.514,0.514,0.779,0.514,0.514,0.779,0.514,0.514,0.514,0.764,0.514
3879,3879,0.742,0.742,0.742,0.742,0.433,0.664,0.742,0.742,0.742,0.742,0.742,0.590,0.742,0.742,0.742,0.742,0.756,0.742,0.742,0.602,0.742,0.742,0.695,0.859,0.742,0.742,0.742,0.742,0.793,0.483,0.859,0.669,0.742,0.742,0.742,0.742,0.742,0.780,0.742,0.742,0.742,0.742,0.742,0.742,0.742,0.742,0.433,0.742,0.742,0.742,0.742,0.756,0.742,0.649,0.795,0.742,0.742,0.742,0.656,0.742,0.742
3880,3880,0.307,0.082,0.247,0.307,0.172,0.039,0.192,0.307,0.082,0.198,0.082,0.307,0.477,0.307,0.307,0.307,0.307,0.307,0.307,0.104,0.307,0.134,0.039,0.069,0.083,0.307,0.163,0.128,0.023,0.039,0.118,0.221,0.019,0.307,0.221,0.307,0.307,0.061,0.307,0.307,0.307,0.025,0.039,0.056,0.098,0.019,0.283,0.121,0.042,0.053,0.034,0.307,0.021,0.039,0.307,0.030,0.307,0.307,0.022,0.307,0.307
3881,3881,0.204,0.204,0.145,0.204,0.608,0.539,0.174,0.204,0.204,0.145,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.438,0.204,0.077,0.077,0.145,0.204,0.204,0.178,0.204,0.204,0.077,0.077,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.145,0.204,0.077,0.145,0.145,0.204,0.077,0.077,0.204,0.539,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204,0.204
3882,3882,0.093,0.093,0.093,0.093,0.047,0.086,0.093,0.093,0.038,0.062,0.093,0.093,0.120,0.093,0.093,0.120,0.093,0.093,0.117,0.021,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.021,0.093,0.047,0.093,0.093,0.093,0.093,0.093,0.093,0.021,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.086,0.021,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093
3883,3883,0.047,0.047,0.079,0.047,0.087,0.014,0.182,0.047,0.007,0.056,0.047,0.038,0.047,0.047,0.047,0.047,0.047,0.032,0.047,0.283,0.047,0.067,0.050,0.225,0.012,0.047,0.184,0.039,0.055,0.050,0.050,0.012,0.047,0.047,0.047,0.047,0.047,0.073,0.047,0.047,0.047,0.055,0.181,0.047,0.081,0.050,0.052,0.047,0.050,0.181,0.021,0.019,0.047,0.047,0.012,0.047,0.047,0.047,0.028,0.047,0.047
3884,3884,0.436,0.436,0.436,0.436,0.345,0.173,0.436,0.199,0.436,0.199,0.436,0.436,0.436,0.436,0.436,0.436,0.199,0.436,0.436,0.114,0.436,0.436,0.436,0.114,0.436,0.436,0.436,0.187,0.114,0.187,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.173,0.436,0.436,0.436,0.436,0.114,0.173,0.436,0.436,0.114,0.173,0.114,0.436,0.436,0.114,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436
3885,3885,0.164,0.164,0.164,0.772,0.089,0.164,0.164,0.164,0.164,0.164,0.164,0.786,0.164,0.164,0.164,0.164,0.786,0.164,0.164,0.676,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.676,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.765,0.164,0.164,0.164,0.164,0.164,0.164,0.354,0.164,0.139,0.164,0.676,0.164,0.164,0.786,0.164,0.164,0.164,0.164,0.164,0.164,0.765,0.164,0.164
3886,3886,0.964,0.964,0.964,0.964,0.964,0.762,0.964,0.964,0.964,0.964,0.964,0.777,0.789,0.964,0.964,0.964,0.964,0.964,0.964,0.660,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.660,0.789,0.964,0.777,0.964,0.964,0.660,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.964,0.762,0.660,0.660,0.964,0.660,0.660,0.964,0.964,0.964,0.964
3887,3887,0.739,0.089,0.361,0.739,0.540,0.122,0.739,0.739,0.105,0.176,0.089,0.392,0.693,0.513,0.739,0.513,0.739,0.323,0.513,0.474,0.739,0.170,0.168,0.353,0.739,0.739,0.739,0.150,0.042,0.142,0.144,0.076,0.693,0.513,0.392,0.739,0.739,0.076,0.739,0.739,0.513,0.142,0.167,0.739,0.739,0.142,0.055,0.739,0.739,0.739,0.144,0.078,0.392,0.076,0.739,0.174,0.076,0.739,0.076,0.739,0.739
3888,3888,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.659,0.493,0.493,0.493,0.493,0.659,0.493,0.493,0.659,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.659,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.659,0.493,0.493,0.493,0.493,0.493,0.659,0.493,0.493,0.493,0.493,0.659,0.493,0.493,0.659,0.493,0.493,0.493,0.659,0.493,0.493,0.493,0.493,0.659
3889,3889,0.854,0.854,0.854,0.854,0.363,0.854,0.854,0.854,0.371,0.854,0.854,0.819,0.374,0.371,0.854,0.311,0.819,0.854,0.371,0.675,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.241,0.407,0.854,0.735,0.854,0.371,0.854,0.854,0.854,0.225,0.854,0.854,0.371,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.854,0.806,0.854,0.854,0.241,0.854,0.632,0.854,0.240,0.854,0.296
3890,3890,0.671,0.671,0.671,0.671,0.780,0.866,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.780,0.671,0.780,0.780,0.780,0.671,0.671,0.671,0.671,0.780,0.780,0.780,0.671,0.671,0.671,0.671,0.671,0.671,0.780,0.671,0.671,0.671,0.780,0.671,0.671,0.671,0.671,0.780,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671,0.671
3891,3891,0.022,0.022,0.022,0.022,0.270,0.187,0.022,0.022,0.055,0.022,0.022,0.022,0.054,0.022,0.022,0.054,0.022,0.022,0.055,0.120,0.022,0.308,0.112,0.308,0.178,0.022,0.022,0.022,0.112,0.112,0.308,0.022,0.022,0.022,0.022,0.022,0.022,0.176,0.022,0.022,0.022,0.112,0.313,0.176,0.308,0.112,0.386,0.176,0.022,0.022,0.176,0.022,0.022,0.082,0.022,0.022,0.022,0.022,0.081,0.022,0.022
3892,3892,0.091,0.080,0.038,0.027,0.200,0.091,0.091,0.080,0.201,0.038,0.091,0.091,0.091,0.201,0.091,0.201,0.091,0.091,0.201,0.082,0.091,0.038,0.024,0.024,0.091,0.027,0.091,0.038,0.091,0.024,0.024,0.091,0.091,0.201,0.091,0.091,0.091,0.091,0.091,0.091,0.201,0.024,0.024,0.024,0.024,0.038,0.030,0.024,0.024,0.091,0.024,0.091,0.091,0.024,0.091,0.091,0.091,0.091,0.049,0.091,0.091
3893,3893,0.567,0.094,0.209,0.567,0.132,0.310,0.327,0.567,0.327,0.161,0.094,0.410,0.396,0.567,0.567,0.567,0.567,0.235,0.567,0.192,0.567,0.567,0.161,0.567,0.310,0.567,0.567,0.161,0.567,0.054,0.086,0.381,0.396,0.567,0.429,0.567,0.567,0.072,0.567,0.567,0.567,0.161,0.567,0.567,0.567,0.161,0.274,0.567,0.098,0.567,0.567,0.236,0.491,0.099,0.054,0.072,0.075,0.567,0.084,0.567,0.567
3894,3894,0.040,0.021,0.040,0.013,0.371,0.040,0.116,0.021,0.040,0.110,0.040,0.027,0.053,0.040,0.040,0.053,0.040,0.063,0.040,0.043,0.040,0.044,0.044,0.098,0.040,0.013,0.040,0.013,0.098,0.099,0.087,0.040,0.040,0.040,0.040,0.040,0.040,0.098,0.040,0.040,0.040,0.044,0.040,0.044,0.098,0.040,0.081,0.044,0.050,0.040,0.044,0.052,0.040,0.078,0.075,0.040,0.040,0.040,0.040,0.040,0.040
3895,3895,0.377,0.377,0.377,0.409,0.810,0.843,0.377,0.377,0.377,0.377,0.377,0.445,0.710,0.492,0.492,0.377,0.409,0.377,0.377,0.693,0.377,0.377,0.848,0.715,0.873,0.377,0.377,0.377,0.831,0.848,0.377,0.154,0.615,0.377,0.377,0.377,0.377,0.747,0.377,0.377,0.377,0.747,0.377,0.377,0.366,0.747,0.308,0.377,0.377,0.873,0.747,0.525,0.857,0.357,0.377,0.896,0.873,0.377,0.848,0.377,0.504
3896,3896,0.966,0.966,0.316,0.966,0.273,0.966,0.966,0.966,0.608,0.414,0.966,0.735,0.662,0.608,0.966,0.667,0.966,0.966,0.608,0.110,0.966,0.230,0.223,0.257,0.966,0.966,0.966,0.966,0.781,0.230,0.237,0.781,0.785,0.608,0.781,0.966,0.605,0.141,0.966,0.966,0.608,0.966,0.966,0.966,0.251,0.966,0.082,0.966,0.033,0.966,0.229,0.381,0.781,0.111,0.137,0.162,0.781,0.966,0.255,0.966,0.966
3897,3897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.156,0.897,0.897,0.719,0.897,0.897,0.719,0.897,0.110,0.897,0.082,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.082,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.082,0.897,0.897,0.082,0.897,0.897,0.897,0.082,0.897,0.897,0.897,0.897,0.897
3898,3898,0.258,0.258,0.161,0.258,0.574,0.532,0.272,0.258,0.258,0.161,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.430,0.258,0.074,0.074,0.074,0.258,0.258,0.176,0.258,0.460,0.074,0.074,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.161,0.258,0.120,0.161,0.074,0.258,0.074,0.120,0.258,0.532,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258,0.258
3899,3899,0.952,0.952,0.952,0.921,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.911,0.848,0.952,0.952,0.952,0.921,0.952,0.952,0.911,0.952,0.952,0.952,0.921,0.952,0.952,0.952,0.952,0.911,0.952,0.952,0.921,0.911,0.952,0.921,0.952,0.952,0.911,0.952,0.952,0.952,0.952,0.911,0.952,0.952,0.952,0.952,0.952,0.911,0.952,0.952,0.911,0.911,0.911,0.911,0.911,0.911,0.952,0.952,0.911,0.952
3900,3900,0.624,0.624,0.624,0.624,0.906,0.784,0.624,0.624,0.624,0.624,0.624,0.065,0.624,0.624,0.624,0.624,0.624,0.624,0.624,0.737,0.624,0.624,0.787,0.652,0.825,0.624,0.624,0.624,0.686,0.787,0.624,0.484,0.624,0.624,0.624,0.624,0.624,0.686,0.624,0.624,0.624,0.686,0.624,0.624,0.624,0.686,0.686,0.624,0.624,0.624,0.624,0.675,0.624,0.624,0.624,0.624,0.825,0.624,0.787,0.624,0.624
3901,3901,0.910,0.910,0.139,0.910,0.143,0.410,0.384,0.910,0.910,0.109,0.910,0.042,0.690,0.910,0.910,0.910,0.910,0.147,0.405,0.187,0.405,0.044,0.033,0.144,0.910,0.910,0.910,0.910,0.141,0.035,0.032,0.669,0.690,0.910,0.669,0.910,0.910,0.109,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.831,0.910,0.014,0.910,0.910,0.066,0.066,0.041,0.022,0.066,0.066,0.910,0.229,0.910,0.910
3902,3902,0.890,0.890,0.890,0.890,0.890,0.890,0.890,0.890,0.890,0.890,0.890,0.772,0.439,0.890,0.890,0.439,0.772,0.890,0.890,0.668,0.890,0.890,0.890,0.890,0.890,0.890,0.890,0.890,0.403,0.890,0.890,0.772,0.890,0.890,0.890,0.890,0.890,0.668,0.890,0.890,0.890,0.890,0.890,0.890,0.890,0.890,0.890,0.890,0.890,0.890,0.890,0.668,0.890,0.890,0.668,0.890,0.772,0.890,0.772,0.890,0.890
3903,3903,0.311,0.101,0.110,0.311,0.153,0.311,0.195,0.019,0.057,0.110,0.098,0.030,0.311,0.311,0.311,0.311,0.030,0.311,0.311,0.168,0.311,0.100,0.054,0.082,0.041,0.311,0.311,0.065,0.153,0.054,0.100,0.041,0.311,0.311,0.311,0.311,0.311,0.041,0.311,0.311,0.311,0.100,0.311,0.095,0.100,0.100,0.082,0.311,0.165,0.035,0.100,0.242,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311,0.311
3904,3904,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.661,0.534,0.534,0.534,0.534,0.661,0.534,0.534,0.661,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.661,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.661,0.534,0.534,0.534,0.534,0.661,0.534,0.534,0.534,0.534,0.534,0.534,0.661,0.534,0.534,0.534,0.534,0.534
3905,3905,0.568,0.568,0.067,0.568,0.130,0.568,0.345,0.568,0.119,0.067,0.568,0.568,0.568,0.119,0.568,0.119,0.568,0.568,0.119,0.708,0.568,0.568,0.568,0.021,0.568,0.568,0.226,0.568,0.568,0.021,0.067,0.568,0.568,0.119,0.568,0.568,0.021,0.568,0.568,0.568,0.021,0.568,0.067,0.568,0.021,0.067,0.021,0.568,0.021,0.021,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568
3906,3906,0.024,0.006,0.024,0.024,0.385,0.167,0.024,0.006,0.024,0.007,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.180,0.024,0.055,0.052,0.252,0.158,0.024,0.024,0.007,0.100,0.052,0.055,0.024,0.024,0.024,0.024,0.024,0.024,0.252,0.024,0.024,0.024,0.052,0.087,0.079,0.157,0.052,0.052,0.079,0.024,0.024,0.079,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
3907,3907,0.006,0.003,0.075,0.002,0.591,0.036,0.056,0.003,0.006,0.075,0.006,0.006,0.028,0.006,0.006,0.028,0.028,0.006,0.006,0.074,0.006,0.014,0.050,0.050,0.074,0.002,0.033,0.014,0.503,0.050,0.050,0.006,0.006,0.006,0.006,0.006,0.006,0.556,0.006,0.006,0.006,0.054,0.080,0.011,0.050,0.050,0.050,0.012,0.050,0.033,0.011,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006
3908,3908,0.960,0.960,0.960,0.960,0.858,0.859,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.767,0.960,0.960,0.960,0.848,0.960,0.960,0.960,0.960,0.767,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.848,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.767,0.960,0.960,0.960,0.960,0.859,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960
3909,3909,0.022,0.012,0.055,0.009,0.230,0.012,0.022,0.012,0.008,0.055,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.015,0.083,0.022,0.055,0.029,0.030,0.022,0.009,0.022,0.027,0.186,0.010,0.029,0.022,0.022,0.008,0.022,0.022,0.008,0.022,0.022,0.022,0.022,0.013,0.029,0.013,0.010,0.055,0.020,0.029,0.010,0.022,0.010,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.015,0.022,0.022
3910,3910,0.011,0.007,0.047,0.007,0.594,0.692,0.011,0.007,0.011,0.047,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.114,0.011,0.058,0.051,0.047,0.100,0.007,0.011,0.047,0.206,0.051,0.058,0.011,0.011,0.011,0.011,0.011,0.011,0.043,0.011,0.011,0.011,0.051,0.051,0.051,0.077,0.051,0.100,0.051,0.060,0.011,0.051,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
3911,3911,0.041,0.041,0.041,0.041,0.085,0.149,0.041,0.041,0.016,0.101,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.277,0.041,0.099,0.085,0.085,0.717,0.041,0.041,0.101,0.085,0.085,0.099,0.041,0.041,0.041,0.041,0.041,0.041,0.101,0.041,0.041,0.041,0.085,0.106,0.041,0.099,0.085,0.085,0.041,0.099,0.041,0.099,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041
3912,3912,0.823,0.823,0.823,0.823,0.823,0.823,0.185,0.823,0.823,0.823,0.823,0.823,0.617,0.823,0.823,0.617,0.823,0.823,0.053,0.617,0.053,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.028,0.028,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.032,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.823,0.013,0.823,0.823,0.013,0.823,0.823,0.025,0.823,0.823,0.823,0.823,0.823,0.823
3913,3913,0.713,0.713,0.328,0.668,0.661,0.441,0.395,0.713,0.713,0.328,0.713,0.397,0.757,0.732,0.732,0.757,0.407,0.713,0.713,0.730,0.713,0.063,0.137,0.325,0.713,0.713,0.270,0.713,0.372,0.137,0.063,0.129,0.713,0.713,0.713,0.713,0.713,0.127,0.713,0.713,0.713,0.713,0.328,0.137,0.134,0.328,0.108,0.713,0.062,0.137,0.137,0.632,0.713,0.134,0.713,0.713,0.546,0.713,0.112,0.713,0.713
3914,3914,0.643,0.643,0.643,0.643,0.793,0.885,0.221,0.643,0.643,0.643,0.643,0.607,0.773,0.643,0.643,0.773,0.657,0.209,0.643,0.276,0.643,0.643,0.883,0.643,0.883,0.643,0.643,0.643,0.784,0.235,0.145,0.797,0.643,0.643,0.643,0.643,0.643,0.237,0.643,0.643,0.643,0.876,0.790,0.881,0.643,0.876,0.790,0.876,0.140,0.643,0.881,0.095,0.643,0.643,0.140,0.881,0.643,0.643,0.643,0.643,0.643
3915,3915,0.524,0.059,0.524,0.524,0.524,0.524,0.524,0.059,0.524,0.524,0.524,0.524,0.560,0.524,0.524,0.560,0.524,0.078,0.524,0.560,0.524,0.083,0.524,0.524,0.524,0.083,0.524,0.083,0.524,0.078,0.524,0.524,0.524,0.524,0.083,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.078,0.524,0.524,0.524,0.078,0.045,0.524,0.524,0.045,0.078,0.524,0.524,0.078,0.524,0.524,0.524,0.524,0.524
3916,3916,0.760,0.760,0.760,0.826,0.392,0.404,0.760,0.760,0.760,0.760,0.760,0.826,0.812,0.404,0.404,0.812,0.826,0.760,0.760,0.681,0.760,0.760,0.760,0.760,0.760,0.760,0.760,0.760,0.777,0.760,0.760,0.760,0.760,0.760,0.760,0.760,0.760,0.797,0.760,0.760,0.760,0.760,0.760,0.760,0.760,0.760,0.821,0.760,0.760,0.760,0.760,0.777,0.760,0.760,0.760,0.760,0.760,0.760,0.760,0.760,0.760
3917,3917,0.151,0.075,0.258,0.064,0.273,0.043,0.153,0.067,0.075,0.169,0.075,0.151,0.275,0.151,0.151,0.151,0.151,0.151,0.151,0.087,0.151,0.129,0.028,0.177,0.091,0.064,0.147,0.101,0.030,0.028,0.129,0.173,0.034,0.151,0.173,0.151,0.151,0.164,0.151,0.151,0.151,0.021,0.056,0.033,0.243,0.021,0.299,0.048,0.233,0.061,0.022,0.151,0.050,0.043,0.151,0.034,0.151,0.151,0.024,0.151,0.151
3918,3918,0.628,0.628,0.628,0.628,0.588,0.389,0.235,0.628,0.628,0.079,0.628,0.025,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.536,0.628,0.628,0.047,0.628,0.628,0.628,0.055,0.628,0.329,0.047,0.076,0.628,0.628,0.628,0.628,0.628,0.628,0.047,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.047,0.628,0.628,0.628,0.628,0.628,0.628,0.076,0.047,0.628,0.628,0.628,0.047,0.628,0.628
3919,3919,0.811,0.811,0.243,0.811,0.083,0.811,0.811,0.811,0.105,0.102,0.811,0.178,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.303,0.811,0.102,0.075,0.085,0.811,0.811,0.811,0.081,0.643,0.081,0.075,0.811,0.811,0.811,0.811,0.811,0.811,0.057,0.811,0.811,0.811,0.811,0.811,0.811,0.085,0.811,0.052,0.811,0.049,0.811,0.085,0.241,0.811,0.811,0.109,0.811,0.811,0.811,0.081,0.811,0.811
3920,3920,0.887,0.887,0.247,0.887,0.108,0.381,0.887,0.887,0.030,0.247,0.887,0.119,0.833,0.381,0.381,0.833,0.887,0.887,0.887,0.845,0.887,0.122,0.112,0.103,0.887,0.887,0.887,0.122,0.103,0.122,0.111,0.887,0.887,0.887,0.887,0.887,0.887,0.121,0.887,0.887,0.887,0.887,0.887,0.887,0.111,0.887,0.235,0.887,0.111,0.887,0.111,0.833,0.887,0.887,0.118,0.887,0.887,0.887,0.118,0.887,0.887
3921,3921,0.294,0.294,0.043,0.294,0.152,0.762,0.322,0.294,0.158,0.043,0.294,0.294,0.756,0.158,0.294,0.143,0.756,0.294,0.158,0.700,0.294,0.294,0.294,0.023,0.294,0.294,0.150,0.294,0.112,0.041,0.043,0.294,0.294,0.158,0.294,0.294,0.294,0.085,0.294,0.294,0.158,0.294,0.043,0.294,0.041,0.043,0.023,0.294,0.023,0.042,0.042,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294
