,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59
3257,3257,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.510,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.773,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.169,0.975,0.975,0.975,0.975,0.975,0.507,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.338,0.797,0.975,0.975,0.774,0.975,0.975,0.975,0.975,0.975
3258,3258,0.178,0.178,0.051,0.178,0.178,0.173,0.187,0.178,0.178,0.178,0.178,0.066,0.178,0.178,0.178,0.178,0.178,0.187,0.178,0.270,0.178,0.144,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.186,0.178,0.178,0.178,0.178,0.178,0.038,0.178,0.178,0.178,0.102,0.343,0.572,0.178,0.102,0.770,0.460,0.178,0.178,0.169,0.243,0.223,0.066,0.130,0.194,0.042,0.178,0.140,0.178,0.178
3259,3259,0.057,0.057,0.057,0.057,0.057,0.098,0.289,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.124,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.033,0.057,0.057,0.085,0.057,0.098,0.057,0.057,0.057,0.057,0.057,0.057,0.057
3260,3260,0.715,0.715,0.715,0.715,0.715,0.715,0.809,0.715,0.715,0.715,0.715,0.108,0.750,0.715,0.715,0.715,0.715,0.715,0.715,0.706,0.715,0.715,0.715,0.715,0.715,0.931,0.715,0.715,0.715,0.715,0.715,0.715,0.715,0.715,0.715,0.715,0.715,0.105,0.715,0.715,0.715,0.715,0.715,0.931,0.931,0.715,0.715,0.324,0.715,0.715,0.715,0.706,0.715,0.192,0.715,0.715,0.715,0.715,0.033,0.715,0.715
3261,3261,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.060,0.555,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.714,0.075,0.714,0.083,0.714,0.714,0.714,0.714,0.092,0.083,0.046,0.202,0.714,0.714,0.714,0.714,0.714,0.714
3262,3262,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.024,0.031,0.031,0.031,0.031,0.031,0.031,0.269,0.074,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.024,0.031,0.031,0.025,0.031,0.107,0.031,0.031,0.107,0.031,0.031,0.031,0.267,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.015,0.031,0.031
3263,3263,0.098,0.261,0.098,0.098,0.261,0.098,0.114,0.098,0.098,0.098,0.261,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.081,0.098,0.011,0.098,0.261,0.098,0.098,0.029,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.011,0.011,0.098,0.029,0.019,0.261,0.098,0.098,0.098,0.011,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098
3264,3264,0.171,0.171,0.171,0.171,0.171,0.171,0.305,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.526,0.914,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.914,0.236,0.171,0.171,0.236,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171
3265,3265,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.479,0.490,0.945,0.945,0.945,0.945,0.945,0.945,0.828,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.754,0.945,0.945,0.945,0.945,0.945,0.479,0.945,0.945,0.945,0.945,0.945,0.945,0.874,0.945,0.874,0.945,0.945,0.945,0.945,0.874,0.354,0.945,0.945,0.756,0.945,0.945,0.945,0.945,0.945
3266,3266,0.208,0.208,0.208,0.276,0.208,0.563,0.475,0.208,0.208,0.208,0.208,0.276,0.208,0.208,0.208,0.208,0.276,0.208,0.208,0.169,0.208,0.208,0.402,0.208,0.193,0.208,0.208,0.208,0.208,0.283,0.208,0.208,0.294,0.208,0.208,0.208,0.208,0.401,0.208,0.208,0.208,0.208,0.208,0.305,0.208,0.208,0.299,0.208,0.208,0.208,0.208,0.280,0.294,0.243,0.208,0.208,0.208,0.208,0.208,0.208,0.208
3267,3267,0.776,0.776,0.776,0.776,0.776,0.776,0.635,0.776,0.776,0.776,0.776,0.334,0.619,0.776,0.776,0.776,0.776,0.854,0.250,0.705,0.776,0.152,0.776,0.776,0.776,0.776,0.104,0.776,0.776,0.776,0.776,0.468,0.776,0.776,0.776,0.776,0.776,0.308,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.776,0.206,0.579,0.776,0.776,0.565,0.776,0.776,0.776,0.776,0.776
3268,3268,0.828,0.828,0.828,0.828,0.828,0.828,0.300,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.729,0.828,0.073,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.729,0.828,0.828,0.828,0.828,0.294,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.826,0.828,0.828,0.828,0.828,0.729,0.828,0.828,0.729,0.828,0.828,0.828,0.828,0.828
3269,3269,0.062,0.062,0.026,0.062,0.062,0.149,0.383,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.353,0.062,0.338,0.062,0.028,0.115,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.044,0.062,0.062,0.062,0.216,0.062,0.062,0.062,0.062,0.085,0.062,0.062,0.062,0.062,0.056,0.062,0.062,0.062,0.062,0.062,0.062,0.044,0.062,0.062
3270,3270,0.215,0.656,0.215,0.215,0.656,0.215,0.227,0.215,0.215,0.215,0.656,0.043,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.226,0.215,0.144,0.215,0.656,0.203,0.215,0.096,0.215,0.215,0.215,0.215,0.130,0.215,0.215,0.215,0.215,0.215,0.042,0.215,0.215,0.215,0.167,0.148,0.215,0.096,0.096,0.656,0.406,0.215,0.215,0.148,0.215,0.226,0.038,0.215,0.130,0.215,0.215,0.215,0.215,0.215
3271,3271,0.133,0.332,0.113,0.133,0.332,0.066,0.133,0.133,0.133,0.133,0.332,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.190,0.133,0.042,0.374,0.332,0.133,0.133,0.042,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.133,0.082,0.133,0.133,0.133,0.046,0.046,0.087,0.040,0.046,0.046,0.133,0.133,0.133,0.040,0.267,0.133,0.133,0.133,0.133,0.133,0.133,0.082,0.133,0.133
3272,3272,0.579,0.579,0.579,0.579,0.579,0.579,0.273,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.025,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.091,0.025,0.579,0.579,0.579,0.025,0.579,0.579,0.579,0.025,0.579,0.025,0.579,0.579
3273,3273,0.099,0.111,0.036,0.099,0.111,0.058,0.219,0.099,0.046,0.099,0.111,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.168,0.099,0.132,0.099,0.111,0.094,0.099,0.027,0.099,0.099,0.099,0.094,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.026,0.021,0.099,0.099,0.016,0.078,0.099,0.099,0.099,0.099,0.200,0.099,0.099,0.214,0.099,0.020,0.099,0.099,0.099,0.099
3274,3274,0.126,0.126,0.126,0.126,0.126,0.622,0.839,0.126,0.126,0.126,0.126,0.126,0.287,0.126,0.126,0.126,0.126,0.126,0.126,0.271,0.126,0.076,0.286,0.126,0.071,0.126,0.126,0.126,0.126,0.076,0.076,0.126,0.126,0.126,0.126,0.126,0.126,0.302,0.126,0.126,0.126,0.170,0.148,0.893,0.199,0.170,0.891,0.206,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126
3275,3275,0.011,0.078,0.011,0.011,0.078,0.013,0.093,0.011,0.011,0.011,0.078,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.010,0.014,0.078,0.082,0.011,0.006,0.011,0.011,0.011,0.074,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.082,0.083,0.017,0.006,0.006,0.088,0.008,0.011,0.011,0.074,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011
3276,3276,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.660,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.965,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.961,0.797,0.965,0.961,0.961,0.965,0.961,0.961,0.961,0.961,0.961
3277,3277,0.815,0.815,0.815,0.815,0.815,0.815,0.203,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.060,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.331,0.815,0.815,0.815,0.815,0.654,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.815,0.195,0.331,0.815,0.815,0.331,0.815,0.815,0.815,0.671,0.815
3278,3278,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.543,0.931,0.945,0.945,0.945,0.945,0.945,0.945,0.887,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.235,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.939,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945,0.945
3279,3279,0.087,0.291,0.087,0.087,0.291,0.033,0.167,0.087,0.087,0.087,0.291,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.074,0.087,0.291,0.181,0.087,0.034,0.087,0.087,0.188,0.152,0.087,0.087,0.087,0.087,0.087,0.087,0.188,0.087,0.087,0.087,0.014,0.014,0.087,0.034,0.034,0.291,0.087,0.087,0.087,0.014,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087
3280,3280,0.921,0.921,0.921,0.921,0.921,0.921,0.942,0.921,0.921,0.921,0.921,0.538,0.899,0.921,0.921,0.921,0.921,0.921,0.921,0.948,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.533,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.921,0.948,0.921,0.533,0.533,0.921,0.921,0.921,0.921,0.921,0.921
3281,3281,0.550,0.550,0.550,0.550,0.550,0.550,0.125,0.550,0.550,0.550,0.550,0.550,0.550,0.550,0.550,0.550,0.550,0.550,0.550,0.552,0.550,0.354,0.550,0.550,0.346,0.550,0.550,0.550,0.550,0.550,0.550,0.550,0.552,0.550,0.550,0.550,0.550,0.536,0.550,0.550,0.550,0.550,0.550,0.550,0.550,0.550,0.550,0.550,0.550,0.550,0.550,0.550,0.552,0.550,0.550,0.552,0.550,0.550,0.550,0.550,0.550
3282,3282,0.915,0.915,0.915,0.915,0.915,0.915,0.965,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.965,0.915,0.624,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.915,0.140,0.915,0.915,0.006,0.915,0.915,0.915,0.170,0.915,0.915
3283,3283,0.724,0.724,0.724,0.724,0.724,0.379,0.797,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.530,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.408,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.724,0.139,0.724,0.724,0.724,0.363,0.724,0.724,0.724,0.724,0.724
3284,3284,0.134,0.134,0.134,0.120,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.811,0.164,0.134,0.134,0.134,0.811,0.134,0.134,0.804,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.169,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.427,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134
3285,3285,0.913,0.913,0.913,0.913,0.913,0.913,0.898,0.913,0.913,0.913,0.913,0.913,0.903,0.913,0.913,0.913,0.913,0.913,0.913,0.736,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.664,0.913,0.913,0.913,0.913,0.913,0.047,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.664,0.913,0.836,0.913,0.913,0.086,0.664,0.086,0.913,0.913,0.913,0.913
3286,3286,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.322,0.895,0.895,0.895,0.895,0.895,0.051,0.203,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.167,0.895,0.895,0.895,0.895,0.895,0.895,0.135,0.895,0.135,0.895,0.895,0.895,0.895,0.149,0.135,0.184,0.895,0.895,0.895,0.895,0.895,0.078,0.895
3287,3287,0.681,0.681,0.681,0.681,0.681,0.681,0.700,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.187,0.662,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.093,0.681,0.681,0.681,0.681,0.681,0.681,0.487,0.681,0.236,0.681,0.681,0.681,0.681,0.590,0.236,0.562,0.681,0.681,0.681,0.681,0.570,0.233,0.681
3288,3288,0.129,0.129,0.129,0.129,0.129,0.663,0.836,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.427,0.129,0.089,0.150,0.129,0.089,0.129,0.129,0.129,0.129,0.089,0.089,0.129,0.129,0.129,0.129,0.129,0.129,0.327,0.129,0.129,0.129,0.148,0.129,0.165,0.129,0.148,0.165,0.129,0.129,0.129,0.129,0.427,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129
3289,3289,0.561,0.561,0.561,0.561,0.561,0.561,0.070,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561
3290,3290,0.181,0.181,0.181,0.181,0.181,0.181,0.060,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.133,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.447,0.181,0.181,0.064,0.181,0.181,0.181,0.181,0.181,0.181
3291,3291,0.509,0.509,0.509,0.509,0.509,0.509,0.138,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.228,0.509,0.179,0.509,0.509,0.509,0.509,0.509,0.509,0.127,0.509,0.509,0.509,0.509,0.509,0.621,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.509,0.070,0.621,0.509,0.166,0.343,0.509,0.509,0.509,0.509,0.509
3292,3292,0.755,0.755,0.755,0.755,0.755,0.755,0.148,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.402,0.755,0.379,0.755,0.755,0.755,0.755,0.755,0.953,0.755,0.755,0.755,0.755,0.755,0.755,0.876,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.953,0.755,0.755,0.755,0.755,0.755,0.755,0.090,0.876,0.163,0.755,0.686,0.755,0.755,0.755,0.755,0.755
3293,3293,0.011,0.081,0.013,0.011,0.081,0.033,0.099,0.011,0.011,0.011,0.081,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.014,0.023,0.081,0.016,0.011,0.013,0.011,0.011,0.014,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.007,0.011,0.011,0.011,0.147,0.077,0.011,0.014,0.014,0.085,0.050,0.011,0.011,0.081,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.005,0.011,0.011
3294,3294,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.402,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.852,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.138,0.900,0.900,0.900,0.900,0.900,0.462,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.852,0.900,0.900,0.462,0.900,0.900,0.900,0.746,0.900,0.900
3295,3295,0.602,0.602,0.602,0.602,0.602,0.775,0.278,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.123,0.898,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.393,0.602,0.602,0.602,0.602,0.602,0.058,0.602,0.602,0.602,0.602,0.602,0.904,0.602,0.602,0.602,0.602,0.602,0.393,0.602,0.765,0.602,0.602,0.102,0.076,0.063,0.602,0.409,0.602,0.602
3296,3296,0.070,0.070,0.070,0.260,0.070,0.118,0.201,0.070,0.070,0.070,0.070,0.260,0.070,0.070,0.070,0.070,0.260,0.070,0.070,0.057,0.070,0.070,0.116,0.070,0.226,0.070,0.070,0.070,0.070,0.066,0.070,0.070,0.065,0.070,0.070,0.070,0.070,0.286,0.070,0.070,0.070,0.097,0.113,0.246,0.072,0.097,0.314,0.243,0.363,0.070,0.070,0.166,0.086,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070
3297,3297,0.747,0.747,0.747,0.747,0.747,0.612,0.855,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.576,0.747,0.896,0.747,0.747,0.866,0.747,0.747,0.747,0.747,0.896,0.896,0.747,0.747,0.747,0.747,0.747,0.747,0.893,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.576,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747
3298,3298,0.079,0.079,0.079,0.079,0.079,0.530,0.684,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.062,0.269,0.079,0.062,0.079,0.079,0.079,0.079,0.062,0.062,0.079,0.079,0.079,0.079,0.079,0.079,0.333,0.079,0.079,0.079,0.079,0.079,0.491,0.129,0.079,0.489,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079
3299,3299,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.781,0.629,0.712,0.712,0.712,0.712,0.712,0.712,0.847,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.666,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712
3300,3300,0.265,0.265,0.265,0.265,0.265,0.212,0.535,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.775,0.265,0.021,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.212,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.809,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.028,0.488,0.265,0.265,0.265,0.646,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265
3301,3301,0.238,0.238,0.238,0.238,0.238,0.238,0.177,0.238,0.238,0.238,0.238,0.435,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.290,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.154,0.238,0.238,0.238,0.238,0.238,0.238,0.036,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238
3302,3302,0.020,0.020,0.006,0.020,0.020,0.020,0.118,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.105,0.020,0.091,0.020,0.020,0.118,0.020,0.114,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.043,0.142,0.020,0.020,0.020,0.087,0.164,0.016,0.031,0.020,0.210,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020
3303,3303,0.013,0.289,0.013,0.013,0.289,0.013,0.057,0.013,0.013,0.013,0.289,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.009,0.013,0.289,0.013,0.292,0.289,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.194,0.013,0.013,0.013,0.289,0.009,0.013,0.013,0.009,0.013,0.247,0.013,0.013,0.009,0.013,0.013,0.013,0.018,0.013,0.013,0.013,0.013,0.013,0.013
3304,3304,0.170,0.170,0.170,0.170,0.170,0.907,0.844,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.314,0.170,0.170,0.427,0.170,0.140,0.170,0.170,0.170,0.170,0.170,0.140,0.170,0.170,0.170,0.170,0.170,0.170,0.408,0.170,0.170,0.170,0.170,0.170,0.911,0.370,0.170,0.661,0.170,0.170,0.170,0.170,0.292,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170
3305,3305,0.587,0.587,0.587,0.587,0.587,0.273,0.240,0.587,0.587,0.587,0.587,0.587,0.793,0.587,0.587,0.587,0.587,0.587,0.587,0.207,0.587,0.587,0.587,0.587,0.273,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.457,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587,0.587
3306,3306,0.565,0.565,0.565,0.565,0.565,0.565,0.111,0.565,0.565,0.565,0.565,0.565,0.565,0.295,0.565,0.295,0.565,0.565,0.025,0.565,0.565,0.565,0.565,0.565,0.565,0.904,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.565,0.025,0.565,0.565
3307,3307,0.554,0.554,0.554,0.554,0.554,0.554,0.804,0.554,0.554,0.554,0.554,0.554,0.525,0.554,0.554,0.554,0.554,0.554,0.554,0.393,0.554,0.554,0.554,0.554,0.794,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.257,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.393,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554,0.554
3308,3308,0.673,0.673,0.673,0.673,0.673,0.673,0.182,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673,0.673
3309,3309,0.016,0.079,0.007,0.016,0.079,0.016,0.066,0.016,0.016,0.016,0.079,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.025,0.016,0.008,0.016,0.079,0.139,0.424,0.007,0.016,0.016,0.016,0.026,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.006,0.006,0.424,0.081,0.007,0.079,0.072,0.016,0.016,0.006,0.025,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016
3310,3310,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.226,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.806,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.343,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.456,0.767,0.897,0.767,0.767,0.767,0.456,0.767,0.767,0.767,0.767,0.767
3311,3311,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.235,0.079,0.235,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552,0.552
