,id,l_3c_0,l_3c_1,l_3c_2,l_3c_3,l_3c_4,l_3c_5,l_3c_6,l_3c_7,l_3c_8,l_3c_9,sommet,class
758,758.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18955.0,0.0
759,759.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18985.0,0.0
760,760.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19015.0,0.0
761,761.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19029.0,1.0
762,762.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19052.0,0.0
763,763.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19080.0,1.0
764,764.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19101.0,1.0
765,765.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19144.0,1.0
766,766.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19152.0,0.0
767,767.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19183.0,1.0
768,768.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19203.0,1.0
769,769.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19239.0,0.0
770,770.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19259.0,1.0
771,771.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19288.0,1.0
772,772.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19324.0,0.0
773,773.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19339.0,1.0
774,774.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19363.0,0.0
775,775.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19384.0,1.0
776,776.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19418.0,1.0
777,777.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19433.0,0.0
778,778.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19454.0,0.0
779,779.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19484.0,1.0
780,780.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19510.0,1.0
781,781.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19534.0,1.0
782,782.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19556.0,0.0
783,783.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19583.0,0.0
784,784.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19624.0,0.0
785,785.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19631.0,0.0
786,786.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19669.0,1.0
787,787.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19688.0,1.0
788,788.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19712.0,0.0
789,789.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19743.0,0.0
790,790.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19762.0,1.0
791,791.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19782.0,1.0
792,792.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19811.0,1.0
793,793.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19843.0,1.0
794,794.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19868.0,1.0
795,795.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19881.0,1.0
796,796.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19910.0,1.0
797,797.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19928.0,1.0
798,798.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19969.0,1.0
799,799.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19981.0,1.0
